[header]
width=30
height=20
tilewidth=40
tileheight=40

[tilesets]
tileset=../../Klochko. A/Tanchiki/image/blocks/brick block.png,40,40,0,0
tileset=../../Klochko. A/Tanchiki/image/blocks/bush block.png,40,40,0,0
tileset=../../Klochko. A/Tanchiki/image/blocks/iron block.png,40,40,0,0
tileset=../../Klochko. A/Tanchiki/image/blocks/water block.png,40,40,0,0
tileset=../../Klochko. A/Tanchiki/image/enemy/enemy.png,40,40,0,0
tileset=../../Klochko. A/Tanchiki/image/blocks/flag.png,40,40,0,0
tileset=../../Klochko. A/Tanchiki/image/player/player.png,40,40,0,0

[layer]
type=РЎР»РѕР№ С‚Р°Р№Р»РѕРІ 1
data=
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,1,1,3,
3,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,4,4,4,4,4,1,3,
3,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,6,1,0,0,0,0,4,4,4,4,4,1,3,
3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,4,4,4,4,1,3,
3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,3,
3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,1,3,
3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,0,0,3,
3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,2,2,0,0,0,3,
3,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,3,
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,3,
3,1,0,0,0,2,2,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,3,
3,1,0,0,0,2,2,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,1,3,
3,1,0,0,0,2,2,0,0,0,0,4,4,4,4,4,4,4,0,0,0,5,0,0,5,0,5,2,1,3,
3,1,0,0,7,0,0,0,0,0,0,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,3,
3,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,3,
3,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3

